directory_name,git_describe,git_current_tag,git_current_commit,github_url
os-dns-native@1.2.1,v1.2.1,v1.2.1,c82dcc3348c5152e69f9cb03f4c16159753e9909,https://github.com/mongodb-js/os-dns-native
kerberos@latest,v2.2.2-5-g9216743,,92167433da8d96d7b14fa8a87528c4c077aaf2dc,https://github.com/mongodb-js/kerberos
prismjs@1.6.0,v1.6.0,v1.6.0,22df673c472d52fbd1f9ab2656c7186fcbc47c0b,https://github.com/PrismJS/prism
@azure-msal-node@2.6.4,msal-angular-v3.0.13,msal-angular-v3.0.13,8c015976765555ebf63b236373058ca0c333e7c7,https://github.com/AzureAD/microsoft-authentication-library-for-js
@webassemblyjs-helper-buffer@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
react-is@latest,v19.1.0-262-gb07717d857,,b07717d857422af5fb1c2ee0930e5a2a62df2b0e,https://github.com/facebook/react
react-dom@16.13.1,v16.13.1,v16.13.1,da834083cccb6ef942f701c6b6cecc78213196a8,https://github.com/facebook/react
node-addon-api@8.3.0,v8.3.0,v8.3.0,398eec6b0b396fa5fae7d1a8bcac9f01758878ae,https://github.com/nodejs/node-addon-api
react@19.0.0,v19.0.0,v19.0.0,7aa5dda3b3e4c2baa905a59b922ae7ec14734b24,https://github.com/facebook/react
extract-file-icon@0.3.2,v0.3.0-7-gd09a9c4,,d09a9c4391963e9535bc3a1c18aeeb31dfab4a2f,https://github.com/sentialx/extract-file-icon
nan@2.18.0,v2.18.0,v2.18.0,e14bdcd1f72d62bca1d541b66da43130384ec213,https://github.com/nodejs/nan
sass.js@0.11.1,0.11.1,0.11.1,71d9bed2cad10969efda9905aa1bddacc480f372,https://github.com/medialize/sass.js
node-addon-api@1.7.2,1.7.2,1.7.2,74a09c7c4f24445aaca37948624c10dc2e771a1e,https://github.com/nodejs/node-addon-api
mongodb-client-encryption@latest,v6.4.0,v6.4.0,2361c7551761674b20cbe13851beaff10faeaca4,https://github.com/mongodb-js/mongodb-client-encryption
turbo-linux-ppc64le@latest,turbopack-240801.2-1005-gc0c234f090,,c0c234f090a66da463aad0651cac340ea077ff5b,https://github.com/vercel/turborepo
msgpackr-extract@2.2.0,v2.2.0,v2.2.0,91c6fcb29a94d8ce942bd7a82339ba13a34f3791,https://github.com/kriszyp/msgpackr-extract
@cspell-dict-elixir@4.0.7,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
node-gyp@7.1.2,v7.1.2,v7.1.2,19e0f3c6a0e0f6480b03d7843a82811f86dad6cd,https://github.com/nodejs/node-gyp
bcrypt@latest,v6.0.0-4-g86c2b66,,86c2b6644b67d544dbc7870924b852615c71dbcb,https://github.com/kelektiv/node.bcrypt.js
@microsoft-signalr@8.0.7,v8.0.7,v8.0.7,2f1db20456007c9515068a35a65afdf99af70bc6,https://github.com/dotnet/aspnetcore
@serialport-parser-slip-encoder@10.3.0,v10.3.0,v10.3.0,ceba41c8f89d911de210f2513aaae85fff3ab457,https://github.com/serialport/node-serialport
keytar@7.8.0,v7.8.0,v7.8.0,a1d5a2f7538f25ca7aa759bf801d414900da64a7,https://github.com/atom/node-keytar
@cspell-dict-terraform@1.1.1,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
scheduler@0.26.0,v19.1.0-262-gb07717d857,,b07717d857422af5fb1c2ee0930e5a2a62df2b0e,https://github.com/facebook/react
@msgpackr-extract-msgpackr-extract-win32-x64@latest,v3.0.3,v3.0.3,db8f5b97e7aaab0bcad95f10582915d417153689,
@webassemblyjs-leb128@1.11.1,v1.11.1,v1.11.1,3f07e2db2031afe0ce686630418c542938c1674b,https://github.com/xtuc/webassemblyjs
@webassemblyjs-wast-printer@latest,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
@cspell-dict-django@4.1.4,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
react-is@16.8.4,v16.8.4,v16.8.4,d8a73b5eb6c7217850103193635ff1b556925ed5,https://github.com/facebook/react
ssh2@0.8.9,v0.8.9,v0.8.9,632073fdef53988b71109ff49d80c61fd0e0a8bd,https://github.com/mscdex/ssh2
usb@2.14.0,v2.14.0,v2.14.0,6573b7cf9130a79b51e34f599e5ac92fbb9a0bae,https://github.com/node-usb/node-usb
cjs-module-lexer@1.2.3,1.2.3,1.2.3,4acffa9831ec8425df0d958f0c2e93daf9608802,https://github.com/nodejs/cjs-module-lexer
@azure-msal-browser@4.5.1,msal-browser-v4.5.1,msal-browser-v4.5.1,20674a197d20fb865888d7771f5edd2dc974e854,https://github.com/AzureAD/microsoft-authentication-library-for-js
@mapbox-node-pre-gyp@1.0.9,v1.0.9,v1.0.9,2d92dc838acb3409b68bec9f152bd130cebe8bbb,https://github.com/mapbox/node-pre-gyp
@react-native-babel-plugin-codegen@0.73.4,v0.73.4,v0.73.4,36a4a2450144228e8a3ccc63541428751a7e4555,
react-dom@16.14.0,0.14.10,0.14.10,4337c1c00609ec8d7ae399c736e9d37bb159fac5,https://github.com/facebook/react
@aws-amplify-predictions@5.5.14,@aws-amplify/adapter-nextjs@1.6.3-2-g936c0f79f,,936c0f79f061a14b239695f3aa2222d4fb9ac028,
napi-macros@2.0.0,v2.0.0,v2.0.0,64475122e128fc62faa4272bce7eb45fd2a2c372,https://github.com/mafintosh/napi-macros
node-addon-api@7.0.0,v7.0.0,v7.0.0,39a25bf27788ff7a7ea5c64978c4dcd1e7b9d80d,https://github.com/nodejs/node-addon-api
turbo-windows-64@latest,turbopack-240801.2-1005-gc0c234f090,,c0c234f090a66da463aad0651cac340ea077ff5b,https://github.com/vercel/turborepo
viz.js@2.1.2,v2.1.2,v2.1.2,77021dbe67744b653ae3a020f8ee2dc5df7c288a,https://github.com/mdaines/viz.js
@mongodb-js-mongodb-constants@0.11.1,@mongodb-js/mongodb-ts-autocomplete@0.2.2-3-ge7d6c70,,e7d6c706ec6b5c8aa51b86fc954570b5223960a0,
@emnapi-runtime@latest,v1.4.0-12-gff68a4d,,ff68a4d843df5548dfe42212144405e3d582734f,https://github.com/toyobayashi/emnapi
@parcel-watcher-win32-x64@latest,v2.5.1-1-g119f1ff,,119f1ff04bb41c2369929e37274900c61b0a9f49,https://github.com/parcel-bundler/watcher
@napi-rs-canvas-darwin-arm64@latest,skia-5b8860c3-4-g05627f3,,05627f34909bd82e227c18309edabe6c085020ca,
@azure-msal-node@1.0.0-beta.6,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
printj@1.1.2,v1.1.2,v1.1.2,01a9c9ecdb06475d1467b0d3e49df85bed1f9dd7,https://github.com/SheetJS/printj
pyodide@0.24.1,0.24.1,0.24.1,bda1ba4edf6e4140952c5596e4af47521d21f7eb,https://github.com/pyodide/pyodide
xorshift@1.2.0,741f76a,,741f76a721d236963760f78e536a7a13d1403e88,https://github.com/AndreasMadsen/xorshift
hermes-estree@0.23.0,hermes-2025-05-06-RNv0.80.0-4eb6132a5bf0450bf4c6c91987675381d7ac8bca-19-g0760c58ac,,0760c58acf668f58eb909f7b8efa2b7fc2ff10d1,https://github.com/facebook/hermes
@parcel-watcher-win32-ia32@latest,v2.5.1-1-g119f1ff,,119f1ff04bb41c2369929e37274900c61b0a9f49,https://github.com/parcel-bundler/watcher
ssh2@0.6.1,v0.6.1,v0.6.1,1848bc0f4b3ce29af37fcd2dd7e87f9950cd7505,https://github.com/mscdex/ssh2
google-protobuf@3.21.4,v3.21.4,v3.21.4,5aee743b83ddf64aa40b0bdd44769111a0761118,https://github.com/protocolbuffers/protobuf-javascript
bare-os@2.4.4,v2.4.4,v2.4.4,22ee0297a422b22dac8a0cd21c965246aba77a9a,https://github.com/holepunchto/bare-os
react-devtools-core@5.3.1,v19.1.0-262-gb07717d857,,b07717d857422af5fb1c2ee0930e5a2a62df2b0e,https://github.com/facebook/react
@webassemblyjs-ast@1.14.1,v1.14.1,v1.14.1,25d52b1296e151ac56244a7c3886661e6b4a69ea,https://github.com/xtuc/webassemblyjs
hermes-parser@0.19.1,hermes-2025-05-06-RNv0.80.0-4eb6132a5bf0450bf4c6c91987675381d7ac8bca-19-g0760c58ac,,0760c58acf668f58eb909f7b8efa2b7fc2ff10d1,https://github.com/facebook/hermes
bufferutil@4.0.6,v4.0.6,v4.0.6,4376c3fbbcfc4c71e9aaebc47c4c3dfdd9c3e2fc,https://github.com/websockets/bufferutil
jscpd@latest,@jscpd/badge-reporter@4.0.1-86-ge8381ad,,e8381ad59d3b0b8d8699b3c3e63df8f5ba56161e,https://github.com/kucherenko/jscpd
expo@latest,8325a59be5,,8325a59be5e5ec94c11521311e08f4cef82c5670,https://github.com/expo/expo
@cspell-dict-en-common-misspellings@2.0.10,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@webassemblyjs-wasm-edit@1.14.1,v1.14.1,v1.14.1,25d52b1296e151ac56244a7c3886661e6b4a69ea,https://github.com/xtuc/webassemblyjs
@serialport-stream@13.0.0,v13.0.0,v13.0.0,701ffd844f0950164da4dda4dca57e94891177a9,https://github.com/serialport/node-serialport
@serialport-parser-ready@13.0.0,v13.0.0,v13.0.0,701ffd844f0950164da4dda4dca57e94891177a9,https://github.com/serialport/node-serialport
@serialport-parser-inter-byte-timeout@13.0.0,v13.0.0,v13.0.0,701ffd844f0950164da4dda4dca57e94891177a9,https://github.com/serialport/node-serialport
create-react-class@latest,v19.1.0-263-g5717f1933f,,5717f1933f2e8b10406fde1043c3047cbfbddc82,https://github.com/facebook/react
@webassemblyjs-wasm-parser@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
zlib@latest,v1.0.5-1-gd5fad4d,,d5fad4d243182eabc9a404d1a4c13e55bf567f8f,https://github.com/kkaefer/node-zlib
@webassemblyjs-ieee754@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
ssh2@1.15.0,v1.15.0,v1.15.0,a56e70e68efd6a1c7e665c9a473eb68d25571a55,https://github.com/mscdex/ssh2
@azure-msal-common@14.14.0,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
tree-sitter-ruby@0.19.0,v0.19.0,v0.19.0,fe6a2d634da0e16b11b5aa255cc3df568a4572fd,https://github.com/tree-sitter/tree-sitter-ruby
@serialport-parser-spacepacket@12.0.0,v12.0.0,v12.0.0,f7e7bd53f9578a26c4f44cc1949fef396dc064c7,https://github.com/serialport/node-serialport
react-refresh@0.14.0,v0.14.0,v0.14.0,3603d45157e6c1b21cda7ed96683408b319ae619,https://github.com/facebook/react
@azure-msal-common@14.7.1,msal-angular-v3.0.13,msal-angular-v3.0.13,8c015976765555ebf63b236373058ca0c333e7c7,https://github.com/AzureAD/microsoft-authentication-library-for-js
@cspell-dict-latex@4.0.3,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
apache-arrow@9.0.0,apache-arrow-9.0.0,apache-arrow-9.0.0,ea6875fd2a3ac66547a9a33c5506da94f3ff07f2,https://github.com/apache/arrow
@jscpd-tokenizer@3.3.24,v3.3.24,v3.3.24,0aef1488dcb429820d821d1e7ef90e5168ea92f6,https://github.com/kucherenko/jscpd
@serialport-parser-byte-length@10.3.0,v10.3.0,v10.3.0,ceba41c8f89d911de210f2513aaae85fff3ab457,https://github.com/serialport/node-serialport
turbo-windows-32@latest,turbopack-240801.2-1005-gc0c234f090,,c0c234f090a66da463aad0651cac340ea077ff5b,https://github.com/vercel/turborepo
@cspell-dict-google@1.0.8,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@yarnpkg-parsers@latest,2025-04-11-9-g75534786e,,75534786e1a1456a92cdcfe2498c97dc786b6f0a,https://github.com/yarnpkg/berry
web-tree-sitter@0.24.6,v0.24.6,v0.24.6,21a517c423010811147b0b1aa1e7aedc39ce91aa,https://github.com/tree-sitter/tree-sitter
@webassemblyjs-helper-wasm-bytecode@1.11.1,v1.11.1,v1.11.1,3f07e2db2031afe0ce686630418c542938c1674b,https://github.com/xtuc/webassemblyjs
@parcel-watcher-linux-arm-glibc@latest,v2.5.1-1-g119f1ff,,119f1ff04bb41c2369929e37274900c61b0a9f49,https://github.com/parcel-bundler/watcher
@cspell-dict-lua@4.0.7,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
es-module-lexer@1.5.0,1.5.0,1.5.0,864ca9d5a803d2fb9f6415ca8ee626d73fef0c96,https://github.com/guybedford/es-module-lexer
sqlite3@latest,v5.1.7-3-g528e15a,,528e15ae605bac7aab8de60dd7c46e9fdc1fffd0,https://github.com/TryGhost/node-sqlite3
@azure-msal-node@3.5.3,msal-angular-v4.0.12,msal-angular-v4.0.12,36a9d5f1fe7bacbce393283483189b8fb0029a5d,https://github.com/AzureAD/microsoft-authentication-library-for-js
@webassemblyjs-helper-wasm-bytecode@1.11.6,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
react@18.2.0,v18.2.0,v18.2.0,9e3b772b8cabbd8cadc7522ebe3dde3279e79d9e,https://github.com/facebook/react
@azure-msal-common@14.15.0,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
@cspell-dict-java@5.0.11,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@cspell-dict-html@4.0.11,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
vscode-oniguruma@latest,v2.0.1-6-gf84e6ee,,f84e6ee8c5914366ce969346c489f7fb492d0b34,https://github.com/microsoft/vscode-oniguruma
prismjs@1.15.0,v1.15.0,v1.15.0,7d084d5f17fa40d3451d46cac605308382c9c499,https://github.com/PrismJS/prism
@grpc-proto-loader@0.7.13,@grpc/proto-loader@0.7.15-5-g21d40b02,,21d40b024776285586f6f365d1c037b1dc3b5dea,https://github.com/grpc/grpc-node
@cspell-cspell-resolver@8.19.3,v8.19.3,v8.19.3,cb6946b709da590d0c6175f9962799d18aa43e93,https://github.com/streetsidesoftware/cspell
@cspell-dict-ruby@5.0.8,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@webassemblyjs-helper-wasm-bytecode@1.13.2,v1.13.2,v1.13.2,897aeb784f042a46a00626f1d1cca96159aa5db3,https://github.com/xtuc/webassemblyjs
@webassemblyjs-helper-api-error@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
@parcel-watcher-freebsd-x64@latest,v2.5.1-1-g119f1ff,,119f1ff04bb41c2369929e37274900c61b0a9f49,https://github.com/parcel-bundler/watcher
@webassemblyjs-wasm-gen@1.14.1,v1.14.1,v1.14.1,25d52b1296e151ac56244a7c3886661e6b4a69ea,https://github.com/xtuc/webassemblyjs
@webassemblyjs-helper-buffer@1.14.1,v1.14.1,v1.14.1,25d52b1296e151ac56244a7c3886661e6b4a69ea,https://github.com/xtuc/webassemblyjs
vscode-oniguruma@1.7.0,v1.7.0,v1.7.0,716aeaa229e4ae2e3b0057377b55743e9a3e995b,https://github.com/microsoft/vscode-oniguruma
flow-parser@0.160.2,v0.160.2,v0.160.2,08ba78b5fd7c1452431598ad829a2c103d6ee0e2,https://github.com/facebook/flow
bare-fs@2.3.1,v2.3.1,v2.3.1,9d8aa5cf29d7395050c9184ea7b7f4f124d245d3,https://github.com/holepunchto/bare-fs
@cspell-dict-vue@3.0.4,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@emnapi-core@latest,v1.4.0-12-gff68a4d,,ff68a4d843df5548dfe42212144405e3d582734f,https://github.com/toyobayashi/emnapi
@webassemblyjs-helper-code-frame@latest,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
lerc@3.0.0,js_v4.0.4-19-gb98e72c,,b98e72c1601ca03b2923749a54d0e1ac54ac0e78,https://github.com/Esri/lerc
@webassemblyjs-floating-point-hex-parser@latest,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
printj@1.3.1,v1.2.2-7-g700ebdb,,700ebdb5247b6797e1300e6ffed83603fa131a0c,https://github.com/SheetJS/printj
@azure-msal-browser@4.11.0,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
hermes-estree@0.22.0,hermes-2025-05-06-RNv0.80.0-4eb6132a5bf0450bf4c6c91987675381d7ac8bca-19-g0760c58ac,,0760c58acf668f58eb909f7b8efa2b7fc2ff10d1,https://github.com/facebook/hermes
brotli@1.3.2,v1.3.2,v1.3.2,40d0b9d4a2ede5c1b2d240641094e70a47882b0c,https://github.com/devongovett/brotli.js
serialport@12.0.0,v12.0.0,v12.0.0,f7e7bd53f9578a26c4f44cc1949fef396dc064c7,https://github.com/serialport/node-serialport
@webassemblyjs-wasm-parser@1.12.1,v1.12.1,v1.12.1,67c75cf2da65e5588b5e81c10b0d7692d174760b,https://github.com/xtuc/webassemblyjs
ssh2@0.4.15,v0.4.15,v0.4.15,ddbca489f2333247caa3dcc94e3d746034e755be,https://github.com/mscdex/ssh2
ssh2@0.5.5,v0.5.5,v0.5.5,ba5fd57f802deb37a550d54b6bc73355617d0462,https://github.com/mscdex/ssh2
@azure-msal-browser@3.9.0,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
@webassemblyjs-wasm-opt@latest,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
es-module-lexer@1.2.1,1.2.1,1.2.1,992d35da712a7a37af165114a564775e412e90ed,https://github.com/guybedford/es-module-lexer
@webassemblyjs-wasm-opt@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
electron@32.3.3,v32.3.3,v32.3.3,b6bca84d71aaba3b50d7ed00b3e6565f3e31657f,https://github.com/electron/electron
@cspell-dict-css@4.0.17,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
nan@2.22.0,v2.22.0,v2.22.0,f5921c7eb97dacb926485d7084ed475963773d07,https://github.com/nodejs/nan
turbo-freebsd-arm64@latest,turbopack-240801.2-1005-gc0c234f090,,c0c234f090a66da463aad0651cac340ea077ff5b,https://github.com/vercel/turborepo
scheduler@0.23.2,v19.1.0-262-gb07717d857,,b07717d857422af5fb1c2ee0930e5a2a62df2b0e,https://github.com/facebook/react
@cspell-dict-dart@2.3.0,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@azure-msal-common@15.2.0,msal-angular-v4.0.5,msal-angular-v4.0.5,5f4d76f4dc78d717755c7b2fea66d53830efffa5,https://github.com/AzureAD/microsoft-authentication-library-for-js
node-gyp@10.3.1,v10.3.1,v10.3.1,2852eae33e57ccbf808eeb33a685a50d7968cbe1,https://github.com/nodejs/node-gyp
@react-native-normalize-colors@0.73.2,v0.73.2,v0.73.2,d2ac5d6a55ab0cd3a32c6939b941b31f06ea32e8,
apache-arrow@11.0.0,apache-arrow-11.0.0,apache-arrow-11.0.0,f10f5cfd1376fb0e602334588b3f3624d41dee7d,https://github.com/apache/arrow
@msgpackr-extract-msgpackr-extract-darwin-arm64@latest,v3.0.3,v3.0.3,db8f5b97e7aaab0bcad95f10582915d417153689,
@cspell-cspell-types@8.19.3,v8.19.3,v8.19.3,cb6946b709da590d0c6175f9962799d18aa43e93,https://github.com/streetsidesoftware/cspell
@serialport-parser-readline@13.0.0,v13.0.0,v13.0.0,701ffd844f0950164da4dda4dca57e94891177a9,https://github.com/serialport/node-serialport
eslint-plugin-react-hooks@4.6.0,v19.1.0-263-g5717f1933f,,5717f1933f2e8b10406fde1043c3047cbfbddc82,https://github.com/facebook/react
react-dom@latest,v19.1.0-262-gb07717d857,,b07717d857422af5fb1c2ee0930e5a2a62df2b0e,https://github.com/facebook/react
hermes-parser@0.15.0,hermes-2025-05-06-RNv0.80.0-4eb6132a5bf0450bf4c6c91987675381d7ac8bca-19-g0760c58ac,,0760c58acf668f58eb909f7b8efa2b7fc2ff10d1,https://github.com/facebook/hermes
@webassemblyjs-helper-wasm-section@1.14.1,v1.14.1,v1.14.1,25d52b1296e151ac56244a7c3886661e6b4a69ea,https://github.com/xtuc/webassemblyjs
@serialport-bindings-cpp@10.7.0,v10.7.0,v10.7.0,dd3c72403b1cff5c3debc4512573fb39091491da,https://github.com/serialport/bindings-cpp
