directory_name,git_describe,git_current_tag,git_current_commit,github_url
@cucumber-gherkin@28.0.0,go/v28.0.0,go/v28.0.0,858cb390669d2e91caa0361e31f46aa45f5f936c,https://github.com/cucumber/gherkin
react-devtools-core@4.28.5,v19.1.0-263-g5717f1933f,,5717f1933f2e8b10406fde1043c3047cbfbddc82,https://github.com/facebook/react
@napi-rs-canvas-linux-arm64-musl@latest,skia-5b8860c3-4-g05627f3,,05627f34909bd82e227c18309edabe6c085020ca,
es-module-lexer@latest,1.7.0,1.7.0,dceaab846b11fbd77b39056088a734d9f774b070,https://github.com/guybedford/es-module-lexer
secp256k1@4.0.3,v4.0.3,v4.0.3,f73cd3a2b95ec6f549a2feabfbf2b8f17b30dcc7,https://github.com/cryptocoinjs/secp256k1-node
zeromq@6.1.0,v6.1.0,v6.1.0,b28a42b0be543e6eb17843a5cdda8a07ef192707,https://github.com/zeromq/zeromq.js
tree-sitter@0.20.6,v0.20.6,v0.20.6,744d25924db0fad068fdb44cb05401dcf401967c,https://github.com/tree-sitter/node-tree-sitter
@azure-msal-common@15.6.0,msal-angular-v4.0.12,msal-angular-v4.0.12,36a9d5f1fe7bacbce393283483189b8fb0029a5d,https://github.com/AzureAD/microsoft-authentication-library-for-js
node-addon-api@3.1.0,3.1.0,3.1.0,1bdc7584cdea3c5761385c7c08a06e12d9852972,https://github.com/nodejs/node-addon-api
ssh2@latest,v1.16.0-3-gdd5510c,,dd5510c0888476e9eec205273732473fcce5adc6,https://github.com/mscdex/ssh2
@webassemblyjs-leb128@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
vscode-oniguruma@2.0.1,v2.0.1,v2.0.1,184a6e2d4603c5a31efc0a33f544be1545d9ec6b,https://github.com/microsoft/vscode-oniguruma
@cspell-dict-k8s@1.0.10,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@serialport-parser-delimiter@13.0.0,v13.0.0,v13.0.0,701ffd844f0950164da4dda4dca57e94891177a9,https://github.com/serialport/node-serialport
@webassemblyjs-utf8@latest,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
@aws-amplify-interactions@5.2.19,@aws-amplify/adapter-nextjs@1.6.3-2-g936c0f79f,,936c0f79f061a14b239695f3aa2222d4fb9ac028,
eslint-plugin-react-hooks@4.2.0,v19.1.0-263-g5717f1933f,,5717f1933f2e8b10406fde1043c3047cbfbddc82,https://github.com/facebook/react
tree-sitter-cli@0.20.8,v0.20.8,v0.20.8,0c49d6745b3fc4822ab02e0018770cd6383a779c,https://github.com/tree-sitter/tree-sitter
@msgpackr-extract-msgpackr-extract-linux-arm@latest,v3.0.3,v3.0.3,db8f5b97e7aaab0bcad95f10582915d417153689,
tree-sitter@0.21.1,v0.21.1,v0.21.1,bbdba663dc0b8487f1212524a83a7c39e8a5c3ca,https://github.com/tree-sitter/node-tree-sitter
meshoptimizer@0.21.0,v0.23-125-g69e70ec,,69e70ecc9a71c47bf0adbf1f5461536c79ca69d2,https://github.com/zeux/meshoptimizer
scheduler@latest,v19.1.0-263-g5717f1933f,,5717f1933f2e8b10406fde1043c3047cbfbddc82,https://github.com/facebook/react
keytar@7.7.0,v7.7.0,v7.7.0,af29cf0a17b33038c2c81fd7ed5806fff05c55e3,https://github.com/atom/node-keytar
vscode-textmate@5.5.0,v5.5.0,v5.5.0,f1d8408361172389e8b2e0fcd0498735a542dab4,https://github.com/microsoft/vscode-textmate
turbo-freebsd-64@latest,turbopack-240801.2-1005-gc0c234f090,,c0c234f090a66da463aad0651cac340ea077ff5b,https://github.com/vercel/turborepo
@cspell-dict-cpp@6.0.8,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@azure-msal-node@3.5.1,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
nan@2.17.0,v2.17.0,v2.17.0,def8ed551e30b8d4e72215b7cde8802d9f834e71,https://github.com/nodejs/nan
@webassemblyjs-ast@1.11.1,v1.11.1,v1.11.1,3f07e2db2031afe0ce686630418c542938c1674b,https://github.com/xtuc/webassemblyjs
@tootallnate-quickjs-emscripten@0.23.0,v0.23.0,v0.23.0,75fcb3fc27d4857207266ef9c621d93eb79b868d,https://github.com/justjake/quickjs-emscripten
@parcel-watcher-darwin-arm64@latest,v2.5.1-1-g119f1ff,,119f1ff04bb41c2369929e37274900c61b0a9f49,https://github.com/parcel-bundler/watcher
@serialport-parser-packet-length@13.0.0,v13.0.0,v13.0.0,701ffd844f0950164da4dda4dca57e94891177a9,https://github.com/serialport/node-serialport
@webassemblyjs-wast-printer@1.12.1,v1.12.1,v1.12.1,67c75cf2da65e5588b5e81c10b0d7692d174760b,https://github.com/xtuc/webassemblyjs
react-dom@18.3.1,v18.3.1,v18.3.1,f1338f8080abd1386454a10bbf93d67bfe37ce85,https://github.com/facebook/react
@napi-rs-canvas-linux-x64-gnu@0.1.65,v0.1.65,v0.1.65,e0e3269381b853fd6ae2993b9149acbbe9013eaa,
tweetnacl@latest,1.0.3-15-gce86a6a,,ce86a6a4ef649b9caa6eeb5aaf67b4d87d73fdf2,https://github.com/dchest/tweetnacl-js
nan@latest,v2.22.2-8-g5a9fcb8,,5a9fcb8f9db0a3de3f74f1fdacb5fe65f190307e,https://github.com/nodejs/nan
@webassemblyjs-wasm-edit@1.11.1,v1.11.1,v1.11.1,3f07e2db2031afe0ce686630418c542938c1674b,https://github.com/xtuc/webassemblyjs
vscode-textmate@9.2.0,v9.2.0,v9.2.0,f0f2a44b4c055b0e0fa3869e5de338efda5b7cf1,https://github.com/microsoft/vscode-textmate
@cspell-dict-svelte@1.0.6,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
msal@1.4.16,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
@hpcc-js-wasm@1.18.0,v1.18.0,v1.18.0,8e0be0efaa7ef73dffbb0c5d8ccce144d74b4c0a,
utf-8-validate@6.0.3,v6.0.3,v6.0.3,ac283149c66cb025987bd1a583ee38751ad38db9,https://github.com/websockets/utf-8-validate
@webassemblyjs-wasm-edit@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
@mongodb-js-oidc-http-server-pages@1.1.4,@mongodb-js/mongodb-ts-autocomplete@0.2.2-3-ge7d6c70,,e7d6c706ec6b5c8aa51b86fc954570b5223960a0,
bufferutil@4.0.9,v4.0.9,v4.0.9,35e2eb6a14a8d58b87bc1f9ff2ddff67e2f1fa97,https://github.com/websockets/bufferutil
@serialport-parser-regex@13.0.0,v13.0.0,v13.0.0,701ffd844f0950164da4dda4dca57e94891177a9,https://github.com/serialport/node-serialport
@webassemblyjs-helper-wasm-section@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
babel-plugin-transform-flow-enums@0.0.2,v0.250.0-821-gfeb6073c8b,,feb6073c8b198a7d7d15b41292edd3cf8f7953ff,https://github.com/facebook/flow
@jscpd-html-reporter@latest,@jscpd/badge-reporter@4.0.1-86-ge8381ad,,e8381ad59d3b0b8d8699b3c3e63df8f5ba56161e,https://github.com/kucherenko/jscpd
prismjs@1.30.0,v1.30.0,v1.30.0,76dde18a575831c91491895193f56081ac08b0c5,https://github.com/PrismJS/prism
react-refresh@0.11.0,v0.11.0,v0.11.0,95d82cacd6e9cc6a2fe6366d79510cc9133886cb,https://github.com/facebook/react
@cspell-dict-npm@5.2.1,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@webassemblyjs-floating-point-hex-parser@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
oniguruma@7.2.3,v7.2.3,v7.2.3,7f1648410b295abc172f3961da40778a91e33ec1,https://github.com/atom/node-oniguruma
cspell-grammar@8.19.3,v8.19.3,v8.19.3,cb6946b709da590d0c6175f9962799d18aa43e93,https://github.com/streetsidesoftware/cspell
bufferutil@4.0.3,v4.0.3,v4.0.3,a506f9b7473662f9daea3fbd5e08cfb8c9a685a3,https://github.com/websockets/bufferutil
node-pty@latest,v1.1.0-beta34,v1.1.0-beta34,d738123f1faf7287513b0df8b9e327be54702e94,https://github.com/microsoft/node-pty
secp256k1@3.8.0,v3.8.0,v3.8.0,47551dcb65dfff7e133d829cbfc367a09906bd01,https://github.com/cryptocoinjs/secp256k1-node
ssh2@1.11.0,v1.11.0,v1.11.0,fb1aa6f527a1a4460cc6e608722b5194bf7b1c33,https://github.com/mscdex/ssh2
@cspell-dict-cryptocurrencies@5.0.4,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
better-sqlite3@latest,v11.10.0-2-g395af82,,395af82b2ac76182d4667ac8474e8a6e7558d30e,https://github.com/WiseLibs/better-sqlite3
fibers@latest,v5.0.2,v5.0.2,4c9e83ee329a24e635845382940e1c3066714082,https://github.com/laverdet/node-fibers
turbo-linux-arm@latest,turbopack-240801.2-1005-gc0c234f090,,c0c234f090a66da463aad0651cac340ea077ff5b,https://github.com/vercel/turborepo
@azure-msal-browser@3.13.0,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
@webassemblyjs-wasm-gen@1.11.1,v1.11.1,v1.11.1,3f07e2db2031afe0ce686630418c542938c1674b,https://github.com/xtuc/webassemblyjs
@azure-msal-node@3.3.0,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
@serialport-parser-spacepacket@10.3.0,v10.3.0,v10.3.0,ceba41c8f89d911de210f2513aaae85fff3ab457,https://github.com/serialport/node-serialport
@webassemblyjs-helper-buffer@1.11.1,v1.11.1,v1.11.1,3f07e2db2031afe0ce686630418c542938c1674b,https://github.com/xtuc/webassemblyjs
react-is@18.3.1,v18.3.1,v18.3.1,f1338f8080abd1386454a10bbf93d67bfe37ce85,https://github.com/facebook/react
@cspell-dict-lorem-ipsum@4.0.4,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
react@16.14.0,0.14.10,0.14.10,4337c1c00609ec8d7ae399c736e9d37bb159fac5,https://github.com/facebook/react
@mongodb-js-mongodb-constants@0.10.4,@mongodb-js/mongodb-ts-autocomplete@0.2.2-3-ge7d6c70,,e7d6c706ec6b5c8aa51b86fc954570b5223960a0,
@serialport-parser-byte-length@12.0.0,v12.0.0,v12.0.0,f7e7bd53f9578a26c4f44cc1949fef396dc064c7,https://github.com/serialport/node-serialport
register-scheme@0.0.2,e7cc9a6,,e7cc9a63a1f512565da44cb57316d9fb10750e17,https://github.com/devsnek/node-register-scheme
utf-8-validate@6.0.4,v6.0.4,v6.0.4,8d159b34a470e2a2e31e9b4cfbdeb683912e2f69,https://github.com/websockets/utf-8-validate
@webassemblyjs-helper-fsm@latest,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
flow-parser@0.272.1,v0.272.1,v0.272.1,cc606e2a64a2cb0c5bc76f3c0eb26edd496d5bc8,https://github.com/facebook/flow
react@16.13.1,v16.13.1,v16.13.1,da834083cccb6ef942f701c6b6cecc78213196a8,https://github.com/facebook/react
@react-native-dev-middleware@0.73.8,v0.73.8,v0.73.8,c39538b79dbc7f84b536431ac2230d259f846e42,
fb-watchman@latest,v2025.05.26.00-5-g2a61e8109,,2a61e8109ca9e74f4b663a8f0c64bb88bf69a9c6,https://github.com/facebook/watchman
expo-gl@latest,8325a59be5,,8325a59be5e5ec94c11521311e08f4cef82c5670,https://github.com/expo/expo
react-refresh@0.14.2,v0.14.2,v0.14.2,5a2312c8e57a1263e4432103c6c6cde1dd88efca,https://github.com/facebook/react
@webassemblyjs-utf8@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
vscode@1.1.35,v14-68396-g063d60742bd,,063d60742bd21616121666de47ffb79dc12a5c98,https://github.com/Microsoft/vscode
@azure-msal-node@3.4.1,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
tree-sitter-javascript@0.21.4,v0.21.4,v0.21.4,d767b1a276a4e80d7a6be30bada3070740ba4fa2,https://github.com/tree-sitter/tree-sitter-javascript
lightningcss@latest,v1.30.1,v1.30.1,f2dc67c4d3fe92f26693c02366db1e60cae0db27,https://github.com/parcel-bundler/lightningcss
abstract-socket@latest,v2.1.1,v2.1.1,b2c915ffb80ebfcc39fe9b87e92305523568b935,https://github.com/saghul/node-abstractsocket
@aws-amplify-auth@5.6.13,@aws-amplify/adapter-nextjs@1.6.3-2-g936c0f79f,,936c0f79f061a14b239695f3aa2222d4fb9ac028,
@webassemblyjs-wast-parser@latest,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
@cspell-dict-docker@1.1.13,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
node-forge@0.7.5,0.7.5,0.7.5,c3d63fbbee1e9f68108bd499ceaeb01b5800e95c,https://github.com/digitalbazaar/forge
tweetnacl@1.0.3,1.0.3,1.0.3,5bf1ff5fa15e89ae249401b0d5aa54c5c5955041,https://github.com/dchest/tweetnacl-js
tree-sitter-python@0.20.4,v0.20.4,v0.20.4,c01fb4e38587e959b9058b8cd34b9e6a3068c827,https://github.com/tree-sitter/tree-sitter-python
@vscode-sqlite3@latest,v5.1.8-vscode,v5.1.8-vscode,61db6fcfac21dcf9708a7e0e74e3a988f0134d11,https://github.com/microsoft/vscode-node-sqlite3
node-ps-data@1.4.1,v1.4.1,v1.4.1,a0dae7877228abda61690a63b231717ed6ef7d52,https://github.com/2kai2kai2/node-ps-data
@webassemblyjs-wasm-opt@1.12.1,v1.12.1,v1.12.1,67c75cf2da65e5588b5e81c10b0d7692d174760b,https://github.com/xtuc/webassemblyjs
zeromq@6.0.0-beta.16,v6.0.0-beta.16,v6.0.0-beta.16,47bb35c1941cb4fa8b510fb7da4d40b37cfa2e5f,https://github.com/zeromq/zeromq.js
httpsnippet@1.25.0,1.25.0,1.25.0,21fd9d5acc07a8d46a3ee0b3968c10d20e2114bf,https://github.com/Kong/httpsnippet
@cspell-dict-powershell@5.0.14,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
@parcel-watcher-linux-arm-musl@latest,v2.5.1-1-g119f1ff,,119f1ff04bb41c2369929e37274900c61b0a9f49,https://github.com/parcel-bundler/watcher
eslint-plugin-react-hooks@latest,v19.1.0-263-g5717f1933f,,5717f1933f2e8b10406fde1043c3047cbfbddc82,https://github.com/facebook/react
get-symbol-from-current-process-h@1.0.2,v1.0.2,v1.0.2,cfb1af7021b2767bfb704783c86e877e5b6b1252,https://github.com/node-ffi-napi/get-symbol-from-current-process-h
@react-native-js-polyfills@0.73.1,v0.73.1,v0.73.1,f6b7243d2ae7c8d7fe690da8f9a922df844061d3,
@webassemblyjs-wasm-parser@latest,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
turbo-darwin-64@latest,turbopack-240801.2-1005-gc0c234f090,,c0c234f090a66da463aad0651cac340ea077ff5b,https://github.com/vercel/turborepo
prismjs@latest,v1.29.0-303-gaeedf0ca,,aeedf0caf879d2d02892af5499b1157c9142d030,https://github.com/PrismJS/prism
@azure-msal-node@2.12.0,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
native-keymap@latest,v3.3.5,v3.3.5,d0f4fb507bf5e3551775338db4732038060d5aef,https://github.com/Microsoft/node-native-keymap
@napi-rs-canvas-linux-arm-gnueabihf@latest,skia-5b8860c3-4-g05627f3,,05627f34909bd82e227c18309edabe6c085020ca,
scheduler@0.19.0,v19.1.0-262-gb07717d857,,b07717d857422af5fb1c2ee0930e5a2a62df2b0e,https://github.com/facebook/react
@react-native-babel-plugin-codegen@0.75.0,v0.75.0,v0.75.0,89cdc14c8bcccb8506cee82056dca6febb1a7281,
@webassemblyjs-helper-wasm-section@1.11.1,v1.11.1,v1.11.1,3f07e2db2031afe0ce686630418c542938c1674b,https://github.com/xtuc/webassemblyjs
secp256k1@4.0.4,v4.0.4,v4.0.4,756fce19036700a3fc421ba5a9520cd090d2b92a,https://github.com/cryptocoinjs/secp256k1-node
vscode-textmate@8.0.0,v9.2.0-1-gf03a6a8,,f03a6a8790af81372d0e81facae75554ec5e97ef,https://github.com/microsoft/vscode-textmate
@jscpd-finder@3.3.26,v3.3.26,v3.3.26,f7fcedcd93b38c066f75ee239cb706f726b16652,https://github.com/kucherenko/jscpd
mongodb-cloud-info@2.1.7,@mongodb-js/devtools-connect@3.7.2,@mongodb-js/devtools-connect@3.7.2,7c6900dcf68dd9c55e3f527c9b005c60f62c9d8b,https://github.com/mongodb-js/devtools-shared
aws-amplify@5.3.21,@aws-amplify/analytics@6.5.13,@aws-amplify/analytics@6.5.13,aaa8565827b699ff9690d32ddb8633d8f35cbb93,https://github.com/aws-amplify/amplify-js
react@17.0.2,v17.0.2,v17.0.2,12adaffef7105e2714f82651ea51936c563fe15c,https://github.com/facebook/react
flow-parser@0.206.0,v0.206.0,v0.206.0,fc230eb70591b5574aa62ca668b57a55237d4dca,https://github.com/facebook/flow
@tybys-oid@3.0.0,3b8a651,,3b8a6514bfbb8c9aa51753e3154c40bba7ba1e6b,https://github.com/toyobayashi/oid
@cspell-dict-dotnet@5.0.9,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
node-sass@latest,v9.0.0-4-g107ded94,,107ded9434cfca43dbd9dfbaeb5c349228bf5cee,https://github.com/sass/node-sass
@napi-rs-canvas@0.1.65,v0.1.65,v0.1.65,e0e3269381b853fd6ae2993b9149acbbe9013eaa,
@mongodb-js-zstd@latest,v2.0.1-1-geccaeac,,eccaeac2a861d039481d045c4147c9f6ca9a237a,
@mongodb-js-shell-bson-parser@1.2.2,@mongodb-js/mongodb-ts-autocomplete@0.2.2-3-ge7d6c70,,e7d6c706ec6b5c8aa51b86fc954570b5223960a0,
@azure-msal-common@9.0.2,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
leveldown@5.6.0,v5.6.0,v5.6.0,0e332ee8ab92aecdc2fd9985ff8ba7bc46746ae0,https://github.com/Level/leveldown
@parcel-watcher@2.5.1,v2.5.1,v2.5.1,664695dbb2488d53f782c3e2b8791c4c114731fb,https://github.com/parcel-bundler/watcher
@cspell-cspell-pipe@8.19.3,v8.19.3,v8.19.3,cb6946b709da590d0c6175f9962799d18aa43e93,https://github.com/streetsidesoftware/cspell
use-sync-external-store@1.4.0,v19.1.0-262-gb07717d857,,b07717d857422af5fb1c2ee0930e5a2a62df2b0e,https://github.com/facebook/react
ssh2@1.6.0,v1.6.0,v1.6.0,257426b50555fde1ea7604f33cedfae7e56a6f21,https://github.com/mscdex/ssh2
bare-os@latest,v3.6.1,v3.6.1,b2dcff223cd6aa0f9dd99e6379c74df365aed9a9,https://github.com/holepunchto/bare-os
zlib@1.0.5,v1.0.5,v1.0.5,71beb998ed30f0a212430dcdebb7932489afc0cf,https://github.com/kkaefer/node-zlib
node-gyp@9.1.0,v9.1.0,v9.1.0,5f9d86d731af5f2efe1cdadc5461932e182dd9af,https://github.com/nodejs/node-gyp
node-gyp@10.1.0,v10.1.0,v10.1.0,f90ce122fe564be68368d0c0dec5dacd9e770233,https://github.com/nodejs/node-gyp
bare-os@3.6.1,v3.6.1,v3.6.1,b2dcff223cd6aa0f9dd99e6379c74df365aed9a9,https://github.com/holepunchto/bare-os
crc@3.4.4,v3.4.4,v3.4.4,360367e1ae930d8663679aff89bb79705947c08c,https://github.com/alexgorbatchev/node-crc
cspell@8.19.3,v8.19.3,v8.19.3,cb6946b709da590d0c6175f9962799d18aa43e93,https://github.com/streetsidesoftware/cspell
@webassemblyjs-helper-module-context@latest,v1.14.1-1-gaf8e766c,,af8e766c26d36c34c3b84c975d3dea96dcf22197,https://github.com/xtuc/webassemblyjs
react-is@16.8.6,v16.8.6,v16.8.6,487f4bf2ee7c86176637544c5473328f96ca0ba2,https://github.com/facebook/react
@azure-msal-node@2.16.2,msal-angular-v4.0.12-13-g2a979a886,,2a979a886ff80b97e35e36fc8cd27eafdf3752ea,https://github.com/AzureAD/microsoft-authentication-library-for-js
cspell-io@8.19.3,v8.19.3,v8.19.3,cb6946b709da590d0c6175f9962799d18aa43e93,https://github.com/streetsidesoftware/cspell
@webassemblyjs-helper-module-context@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
@serialport-parser-slip-encoder@12.0.0,v12.0.0,v12.0.0,f7e7bd53f9578a26c4f44cc1949fef396dc064c7,https://github.com/serialport/node-serialport
@webassemblyjs-wast-printer@1.7.6,v1.7.6,v1.7.6,4c7ceb48896fc23cdee62bd8f87d24c4b69c90c9,https://github.com/xtuc/webassemblyjs
@cspell-dict-sql@2.2.0,@cspell/dict-cspell-bundle@2.0.4,@cspell/dict-cspell-bundle@2.0.4,8fa16dbdc0421ae65170dfc5fa9f465d9d0c66af,https://github.com/streetsidesoftware/cspell-dicts
